file_id,time,cell_id,d1,d2,fsc_small,fsc_perp,fsc_big,pe,chl_small,chl_big,pop
203,34,7355,23552,31088,33485,16533,32416,8107,11045,320,synecho
203,34,7356,24272,15376,29203,10915,32400,9661,17539,0,synecho
203,34,7359,5216,1840,37752,20701,32400,19763,23181,0,synecho
203,34,7361,24848,15296,26635,0,32384,2144,27397,6816,pico
203,34,7363,4288,624,35779,20517,32400,18208,24109,0,synecho
203,34,7366,4464,11312,38853,19395,32416,1592,42821,20928,nano
203,34,7373,6864,12352,17235,1147,32400,1563,14141,0,pico
203,34,7376,20544,27824,38885,23968,32416,1877,37816,9456,ultra
203,34,7378,20368,22832,29555,12368,32400,3544,12760,7568,pico
203,34,7379,38112,28736,43683,22368,32416,4299,45432,16528,nano
203,35,7382,11104,17344,17885,4392,32400,5184,5672,0,synecho
203,35,7384,5952,8864,42581,25632,32416,1363,38261,9792,ultra
203,35,7386,16416,23696,34563,18099,32400,11821,12512,5472,synecho
203,35,7390,4160,688,38821,23197,32416,15928,22504,5696,synecho
203,35,7392,9536,3056,39277,21515,32400,787,42696,17216,nano
203,35,7401,22848,18048,32896,12173,32400,2304,27691,6352,pico
203,35,7402,21968,26704,31989,13901,32400,1824,28299,6240,pico
203,35,7409,20512,29696,33091,18221,32400,851,23501,0,pico
203,35,7410,7696,12544,43693,27739,32416,2219,41387,14400,nano
203,35,7412,27088,26176,47595,27200,32416,4013,42139,14944,nano
203,35,7415,18016,27712,35824,19507,32416,2760,39075,9920,ultra
203,35,7416,7632,12608,44427,26549,32416,1483,42325,14896,nano
203,35,7419,29024,20544,31667,12008,32384,1504,25456,1136,pico
203,35,7421,14704,6272,33909,17112,32416,10371,17795,0,synecho
203,35,7422,23248,27072,31251,11203,32400,2901,34520,12592,ultra
203,35,7424,9072,5584,41059,22920,32400,1979,40347,15264,nano
203,35,7427,28624,21360,32504,14693,32416,355,30717,6624,pico
203,35,7430,6784,11120,36635,21253,32400,1781,42320,19696,nano
203,35,7437,22960,20256,35035,15549,32400,3597,28344,11552,pico
203,35,7438,30144,23872,37499,18643,32400,784,31365,10064,ultra
203,35,7439,6128,14752,26579,6168,32400,2472,26648,16208,pico
203,35,7441,30640,22448,34645,21851,32400,1496,29568,15536,ultra
203,35,7442,31200,23296,32467,14925,32400,1053,22355,6624,pico
203,35,7444,25088,29840,37040,19472,32400,1317,29021,2336,pico
203,35,7447,15552,19216,40320,24925,32400,2421,44352,18848,nano
203,35,7448,23040,18016,41059,24293,32416,23363,22259,6368,synecho
203,35,7452,6896,3392,41603,23677,32400,3808,45523,19952,nano
203,35,7455,17552,24992,25459,7381,32400,2720,18461,4672,pico
203,35,7460,21056,19456,29205,12253,32400,1677,35627,15248,ultra
203,35,7462,18160,21008,34011,14451,32400,1251,32200,7696,pico
203,35,7465,16848,22432,34949,17835,32416,888,32141,12944,ultra
203,35,7472,20912,23584,34760,15568,32416,2005,30283,11152,ultra
203,35,7473,5648,3808,13539,229,32400,1277,12840,0,pico
203,35,7474,15872,20432,33992,14229,32400,2213,30376,7248,pico
203,35,7475,14016,18768,24749,4776,32400,2243,37467,11776,ultra
203,35,7476,26784,20592,34253,20424,32400,1971,27459,3968,pico
203,35,7478,22592,28336,54949,37507,32416,6624,57069,30880,nano
203,35,7480,31760,26976,36477,20115,32416,1472,21859,0,pico
203,35,7482,28720,19344,34344,19459,32416,18019,23432,0,synecho
203,35,7485,32016,22352,38997,19765,32400,1909,35888,6240,ultra
203,35,7487,37664,31696,45539,26909,32416,4461,36496,16384,nano
203,35,7492,28592,24544,33469,15776,32400,2677,26045,6320,pico
203,35,7493,13984,15424,23853,12251,32416,11771,11309,3424,synecho
203,35,7497,13056,3184,37107,17565,32416,1805,40829,9424,ultra
203,35,7498,23328,25728,34160,16208,32400,2888,39485,14080,ultra
203,35,7500,5216,12352,22584,5880,32400,1811,31600,12672,pico
203,35,7507,7824,4512,11203,165,32400,2160,13667,0,pico
203,35,7509,16864,24544,40368,23429,32400,2219,33720,11328,ultra
203,35,7513,31280,21600,33656,19173,32416,2296,26845,9600,pico
203,35,7515,24752,17856,37701,20853,32400,896,36165,9696,ultra
203,35,7517,26160,23616,34296,16221,32400,1880,27376,4176,pico
203,35,7519,5664,9120,44861,26901,32400,2165,38664,15808,nano
203,35,7521,7504,15840,44195,26861,32400,2251,40056,14592,nano
203,35,7523,7952,9584,11147,0,32400,3101,13715,0,pico
203,35,7524,24688,30768,33480,16525,32400,1293,23725,384,pico
203,35,7526,22736,25360,31475,11715,32400,893,29893,0,pico
203,35,7527,29376,25712,42144,25293,32400,1688,43816,18896,nano
203,35,7528,9152,6480,39296,21800,32416,20171,26976,5184,synecho
203,35,7530,25904,28944,34360,19960,32400,1563,23563,2176,pico
203,35,7542,10368,17152,39120,21544,32400,880,41547,15328,nano
203,35,7545,13952,20096,19435,4813,32416,1187,18765,10048,pico
203,36,7546,6912,15152,39979,23629,32400,1664,33643,8640,ultra
203,36,7551,13328,16320,42875,27269,32400,1939,38493,18288,nano
203,36,7552,13520,9088,37981,19037,32416,1691,39904,11472,ultra
203,36,7554,18800,27856,30512,13992,32400,12568,15171,5360,synecho
203,36,7555,8368,14032,41581,23699,32432,1659,41675,13712,nano
203,36,7556,8960,10272,40173,22205,32416,2859,36181,10576,ultra
203,36,7557,11152,11296,35824,18352,32416,976,42184,13536,ultra
203,36,7561,8448,6672,42467,24373,32400,1733,42728,10448,nano
203,36,7562,25712,22960,33040,15064,32400,1984,30981,14592,ultra
203,36,7563,34448,25632,39067,21656,32400,2043,42331,19040,nano
203,36,7564,7600,2592,37573,23368,32400,1704,40656,13872,ultra
203,36,7565,27296,21280,33419,19837,32416,21805,22579,4896,synecho
203,36,7566,12224,15232,35277,16965,32416,2637,42880,14112,ultra
203,36,7568,16768,25904,22464,6701,32400,5515,13069,3760,synecho
203,36,7573,8176,6064,30968,18229,32400,8512,21405,4560,synecho
203,36,7576,22384,28384,32504,14429,32400,2080,29339,7680,pico
203,36,7585,18016,22048,38531,18168,32400,2515,33560,10896,ultra
203,36,7587,24160,33872,34048,18301,32416,2787,26363,6448,pico
203,36,7588,20592,13712,36864,18400,32400,1931,39501,12400,ultra
203,36,7591,13040,3296,38427,24013,32416,3171,32181,3968,pico
203,36,7593,6640,2832,40656,23995,32416,20648,23296,8528,synecho
203,36,7595,5632,7232,35352,18085,32400,20096,23891,3440,synecho
203,36,7600,25232,26096,37723,20715,32400,1693,30301,0,pico
203,36,7604,18272,18064,40331,24056,32400,2408,36147,9872,ultra
203,36,7607,5008,5520,13176,0,32400,981,12192,0,pico
203,36,7613,4256,2848,40195,23419,32400,688,40387,13152,ultra
203,36,7615,8000,17200,42472,25851,32416,2144,42731,16288,nano
203,36,7616,27488,19216,42499,25659,32400,1981,35715,6272,ultra
203,36,7617,23744,23328,41499,24715,32416,1264,27072,8368,pico
203,36,7618,3904,3008,13448,43,32416,1680,12792,112,pico
203,36,7620,19056,14064,34067,19272,32400,15667,19483,5424,synecho
203,36,7621,25616,29616,36376,16595,32400,2429,27205,6272,pico
203,36,7628,10784,20208,47091,30616,32400,3168,42928,14688,nano
203,36,7629,32624,24016,33968,14507,32400,2827,28803,2928,pico
203,36,7630,6912,8368,44037,26355,32416,2877,45552,20224,nano
203,36,7634,25664,27968,37323,19805,32400,2755,32187,5808,pico
203,36,7635,29008,21328,31392,11987,32400,1749,26896,10544,pico
203,36,7636,4032,2000,37355,18560,32432,1688,43699,19584,nano
203,36,7638,26240,18512,48675,33840,32416,6395,36264,7856,ultra
203,36,7640,28544,18416,37360,19227,32400,928,28603,10672,pico
203,36,7641,7024,11584,46741,29517,32432,34717,39397,5280,synecho
203,36,7646,26400,17184,28821,10109,32400,1773,31280,9408,pico
203,36,7650,16112,25040,32557,13208,32400,1928,35597,6256,ultra
203,36,7652,6160,6304,29755,17171,32416,16008,16603,0,synecho
203,36,7656,23168,31472,30995,9984,32400,2301,25776,9424,pico
203,36,7664,25744,27472,36491,17080,32400,3067,44291,16464,nano
203,36,7666,31920,23024,36736,18840,32416,25411,39600,6032,synecho
203,36,7669,26416,21312,28984,11219,32400,2552,31707,4544,pico
203,36,7674,29728,22640,32467,13685,32416,1645,26488,7472,pico
203,36,7678,16848,12448,38253,21187,32400,1339,38960,10240,ultra
203,36,7680,6656,12704,41163,21805,32416,864,45992,17200,nano
203,36,7683,10896,8544,37755,18923,32416,2667,44619,17216,nano
203,36,7686,5776,14912,25715,9043,32400,693,34685,9152,pico
203,36,7692,5936,7104,45589,26859,32400,1952,27891,2672,pico
203,36,7699,8144,17760,38915,21213,32400,18901,25235,12992,synecho
203,36,7701,6560,5056,42048,25691,32416,4800,44421,22880,nano
203,36,7702,24976,24592,36021,19928,32400,12525,20635,9424,synecho
203,36,7707,22192,18096,36936,17749,32400,1501,33232,12928,ultra
203,36,7712,25584,18960,33613,13429,32416,243,29128,8816,pico
203,36,7716,27792,18352,34381,15573,32416,14304,12640,0,synecho
203,36,7717,17568,23152,30075,12531,32400,2000,28347,3616,pico
203,36,7720,21712,27552,29685,13920,32400,2029,17269,1088,pico
203,36,7724,12960,21088,24312,7955,32400,12387,12893,4896,synecho
203,36,7726,28608,19552,29565,9187,32416,2547,27984,7312,pico
203,36,7727,17008,24080,27728,12288,32400,1096,23128,4560,pico
203,36,7728,24096,31296,33069,15813,32416,1571,20344,3296,pico
203,36,7731,19856,26368,29253,14016,32416,11032,11216,0,synecho
203,36,7733,25488,16112,34365,17331,32416,1099,35139,12336,ultra
203,36,7734,17808,15104,23557,8443,32400,7584,15949,0,synecho
203,36,7739,18320,23792,37963,20899,32400,1237,34464,13376,ultra
203,36,7742,21712,28592,30589,15325,32416,2963,15515,0,pico
203,36,7744,8944,15536,45592,29757,32384,2040,43931,17280,nano
203,36,7746,18640,26080,33443,17301,32400,2968,28691,6688,pico
203,36,7747,27168,19904,36264,18723,32400,2131,28059,1856,pico
203,36,7749,6576,16272,17456,883,32400,1899,26195,3856,pico
203,36,7750,4112,8400,34904,19024,32400,20915,27013,3568,synecho
203,36,7751,15840,7744,39723,23093,32400,1912,38213,9424,ultra
203,36,7752,4800,13872,38075,19861,32400,2411,41379,14896,nano
203,36,7755,27232,23472,36515,20939,32400,883,15120,7776,pico
203,36,7760,30848,21328,32256,9893,32384,1944,27515,5152,pico
203,36,7766,32160,25968,38515,21821,32400,2331,37085,14160,ultra
203,36,7768,26944,23424,34115,16131,32400,2589,31443,10736,ultra
203,36,7769,34432,24960,34360,18397,32400,3029,18688,0,pico
203,36,7770,22576,18720,48904,32904,32416,5203,56925,28448,nano
203,36,7773,26592,19168,26915,17917,32400,1768,26240,6144,pico
203,36,7775,8160,16240,38355,22709,32416,22771,29653,3568,synecho
203,36,7777,17216,25328,38736,22240,32416,1240,38845,12640,ultra
203,36,7778,25504,29984,39744,22757,32400,23016,19848,9984,synecho
203,36,7779,4896,9760,39741,24328,32400,26115,28496,0,synecho
203,36,7780,11008,14976,30387,11261,32400,3120,31800,4928,pico
203,36,7784,23104,27840,37893,20315,32400,2291,29728,6576,pico
203,36,7785,5936,3264,31872,16792,32400,10293,21211,0,synecho
203,36,7792,5392,15248,33645,15123,32400,1419,37024,11984,ultra
203,36,7795,32608,26640,45069,26669,32400,2365,39432,16448,nano
203,36,7797,25360,18304,43944,29957,32400,1701,44235,11968,nano
203,36,7799,5952,5744,40613,24451,32416,1176,43027,13328,nano
203,36,7802,10672,4224,37325,21989,32400,2752,39872,16832,nano
203,36,7805,23168,27152,34144,16293,32400,1645,23677,1184,pico
203,36,7807,16560,23792,23581,1411,32400,1760,21403,6736,pico
203,36,7809,10944,3536,28565,11093,32416,2216,24813,0,pico
203,36,7810,11648,10928,46069,29608,32400,1221,41112,13248,nano
203,36,7816,32672,27264,48640,32653,32400,1888,45621,19536,nano
203,36,7818,26640,22624,38264,22979,32400,2909,28384,9568,pico
203,36,7821,15072,12160,40064,21931,32400,2000,40485,9008,ultra
203,36,7823,30688,22160,34088,13781,32400,1459,34744,4416,pico
203,36,7824,25888,29072,35859,19448,32384,2973,30851,4192,pico
203,36,7826,22672,23136,33347,15883,32400,2592,24165,4192,pico
203,36,7827,11632,20448,25416,9008,32384,8645,21141,0,synecho
203,36,7828,11600,10176,40309,23219,32400,965,40291,11520,ultra
203,36,7834,23104,23040,31752,11592,32400,1120,31867,9040,pico
203,36,7836,24832,18992,31893,10523,32400,1717,29685,7200,pico
203,36,7842,6224,128,34509,17104,32400,704,43048,13072,ultra
203,36,7847,9088,12656,41917,23941,32432,1000,42981,14752,nano
203,36,7860,24768,23744,35253,18461,32400,1133,31528,7072,pico
203,36,7862,10512,12160,39573,21595,32400,1115,34867,8080,ultra
203,36,7864,4816,800,25272,8595,32416,17197,26387,5008,synecho
203,36,7866,22688,23440,38040,21507,32400,11053,16984,0,synecho
203,36,7868,25808,19824,30512,12579,32400,3307,33704,9440,ultra
203,36,7871,23456,24752,34197,13429,32400,2277,30163,9536,pico
203,36,7873,25312,18384,31392,10083,32400,1389,34139,11360,ultra
203,36,7874,22816,18864,49888,32915,32384,1605,48155,21680,nano
203,36,7875,16816,17312,34536,17149,32416,1677,38880,12608,ultra
203,36,7876,22672,30928,30240,12317,32400,5869,17768,3440,synecho
203,36,7877,16656,26096,31120,10323,32400,1267,33491,12304,ultra
203,36,7880,39904,44032,62832,53051,32448,53245,64752,48016,crypto
203,36,7882,3840,8976,11715,285,32400,2475,16813,0,pico
203,36,7888,18368,24128,35749,19904,32400,1827,29243,10896,pico
203,36,7890,24848,16624,37440,18960,32400,1472,35741,14528,ultra
203,36,7891,25040,26592,34851,18555,32400,10539,14947,3392,synecho
203,36,7894,5776,4064,41427,24509,32400,1757,41435,13664,nano
203,36,7905,5888,4672,43165,26264,32400,3045,46365,16400,nano
203,36,7907,11536,13888,38973,20723,32400,1384,39136,14384,ultra
203,36,7909,23776,24992,34715,16187,32416,1253,29272,6752,pico
203,36,7911,6496,1248,24715,6389,32416,1005,31891,8704,pico
203,36,7916,20320,12688,45797,30181,32416,2629,35960,12544,ultra
203,36,7919,16544,24320,23013,2637,32400,2155,20816,0,pico
203,36,7920,16560,23456,27792,14043,32416,13557,23979,3600,synecho
203,36,7921,18720,18224,31976,14056,32416,8413,18808,2784,synecho
203,36,7922,17232,26224,34155,15917,32400,16629,21272,0,synecho
203,36,7925,12320,16720,28355,7059,32400,3197,31091,2224,pico
203,36,7927,19568,16064,39064,22395,32416,20200,20755,6704,synecho
203,36,7929,27888,33712,38368,10579,32400,2011,26747,3088,pico
203,36,7931,21728,13152,30168,13707,32400,931,29000,12224,pico
203,36,7932,20816,29200,31973,11755,32400,621,22563,1552,pico
203,36,7935,31568,23696,32027,17963,32416,4011,26280,5680,pico
203,36,7945,10592,4608,37589,20296,32400,3197,42352,15936,nano
203,36,7948,11680,13680,50637,33603,32416,1237,52456,23216,nano
203,36,7950,46400,37136,53227,37352,32400,5763,53339,27376,nano
203,36,7951,11792,18064,27408,14299,32400,4528,38059,13536,ultra
203,36,7957,33792,24208,36515,16709,32400,2605,29491,6864,pico
203,36,7961,24192,24816,32421,12805,32400,3917,32768,8272,pico
203,36,7966,40784,33376,62269,50299,32432,21400,64765,46624,nano
203,36,7967,20784,20992,32624,12552,32416,1515,34021,7328,ultra
203,36,7970,14112,19440,35453,15779,32400,2744,34856,13024,ultra
203,36,7971,29920,21072,33064,17205,32416,504,32136,7008,pico
203,36,7973,22176,13584,37525,18589,32416,1515,40803,17648,nano
203,36,7976,31520,22752,36835,18837,32400,2384,30536,12656,ultra
203,36,7978,6496,14624,38128,20411,32400,2067,41363,12432,ultra
203,36,7979,13344,17216,51432,34277,32432,2584,47445,24480,nano
203,36,7982,24448,28944,32568,12453,32400,1275,27163,5376,pico
203,36,7983,13712,13840,19421,3293,32400,13603,18360,0,synecho
203,36,7985,17152,25312,34704,19581,32400,1629,38944,15952,ultra
203,36,7989,26080,19280,27117,15517,32416,14675,20573,0,synecho
203,36,7991,27280,23248,37005,19624,32416,1939,36309,12816,ultra
203,36,7992,19280,11216,37304,21440,32416,3504,33960,12384,ultra
203,36,7994,9440,11872,36872,18136,32400,1752,39499,9776,ultra
203,36,7996,5456,1824,42421,24779,32384,1592,41016,18368,nano
203,36,7999,21344,29200,28507,10643,32400,2387,28629,7600,pico
203,36,8000,3904,5664,38195,19979,32400,3256,44149,17856,nano
203,36,8013,5664,7120,35896,16728,32400,2333,43571,19984,nano
203,36,8014,15072,24880,28067,5752,32400,861,31973,5184,pico
203,36,8015,16928,22608,31731,14752,32400,15635,18840,2144,synecho
203,36,8017,22496,26544,37341,18115,32400,2968,34843,9488,ultra
203,36,8019,24528,27440,46336,30509,32416,2587,45120,15760,nano
203,36,8020,46848,39520,56189,45333,32432,34037,64787,39504,crypto
203,36,8023,18624,27552,38984,20853,32400,2507,34675,3136,ultra
203,36,8025,27136,22976,33757,13128,32400,2053,31944,7024,pico
203,36,8026,22928,26384,33251,13952,32400,1067,25837,4192,pico
203,36,8028,6112,6336,34533,19061,32416,1397,42261,18784,nano
203,36,8030,29312,25600,38421,21323,32400,3139,37827,12976,ultra
203,36,8032,24080,17584,26675,3205,32400,3104,19536,2624,pico
203,36,8033,13632,14480,37912,21571,32400,1787,43285,15328,nano
203,36,8036,27552,33552,38549,22648,32400,4285,29557,5552,pico
203,37,8038,18112,12336,36019,17971,32400,1072,34045,12592,ultra
203,37,8039,16864,14592,35045,15896,32400,1696,30189,4832,pico
203,37,8040,7952,6768,30939,15960,32416,13333,22464,4128,synecho
203,37,8042,8624,6608,39933,22765,32400,4205,45157,17360,nano
203,37,8046,23648,21904,37763,21333,32432,1800,28496,2496,pico
203,37,8049,22224,28880,32520,14533,32400,837,23763,2976,pico
203,37,8051,21680,15008,20832,2072,32400,1861,14584,0,pico
203,37,8056,22128,16432,24875,5245,32400,14515,7499,1664,synecho
203,37,8058,4512,11392,39384,22960,32400,20947,23440,2000,synecho
203,37,8067,8816,9888,37125,21880,32400,2445,30912,4400,pico
203,37,8077,26592,22064,36461,16309,32400,1195,29968,7712,pico
203,37,8078,5664,14400,35368,17667,32400,1848,34680,11216,ultra
203,37,8079,27456,18704,25277,6013,32400,997,25760,9264,pico
203,37,8080,16496,24496,24792,8245,32400,1829,20475,5568,pico
203,37,8085,20960,29696,32901,12680,32400,1245,31568,6880,pico
203,37,8086,24592,16400,34048,16016,32400,3907,26976,4816,pico
203,37,8089,8784,17136,37771,20461,32416,2888,40027,15360,ultra
203,37,8095,4720,2608,33616,15859,32416,811,37981,12848,ultra
203,37,8096,6816,7088,43557,24685,32432,5213,62952,36208,nano
203,37,8097,18592,11488,32893,17779,32416,11619,20016,7296,synecho
203,37,8100,26448,18800,26104,6024,32400,2099,20907,3040,pico
203,37,8101,25760,33792,34648,16475,32400,5189,27363,4320,pico
203,37,8104,3296,3488,25461,10195,32400,1925,26355,6448,pico
203,37,8105,31072,24976,34635,17808,32400,1440,24552,4720,pico
203,37,8107,20544,21008,33480,18208,32416,691,33704,6832,ultra
203,37,8109,19600,25568,30085,10517,32416,3800,26053,0,pico
203,37,8113,17776,25952,23976,5155,32400,2277,23080,1936,pico
203,37,8118,9056,6560,41136,21971,32416,4616,40901,13280,nano
203,37,8119,18608,8608,36552,16397,32400,1480,27229,2576,pico
203,37,8121,4544,5056,11115,331,32416,1763,12691,0,pico
203,37,8126,24016,20944,33136,18656,32400,16765,22509,10864,synecho
203,37,8128,22224,20432,31301,7475,32400,10067,15048,0,synecho
203,37,8129,3952,5776,40619,24483,32416,24443,29027,3152,synecho
203,37,8131,3600,96,34099,18400,32416,12989,17971,5600,synecho
203,37,8132,4304,9552,42733,23819,32416,816,39781,13616,nano
203,37,8135,8256,8080,46091,29597,32416,2520,44696,14720,nano
203,37,8139,17536,24528,34664,17605,32400,2211,26277,3472,pico
203,37,8142,31744,24304,32947,8067,32400,1451,18264,3728,pico
203,37,8144,28096,27040,40947,22867,32400,2557,38091,5968,ultra
203,37,8153,21904,20768,31043,13397,32400,2163,32448,6896,pico
203,37,8154,8480,2480,23515,8360,32400,16733,21376,1168,synecho
203,37,8159,5072,1712,35384,16669,32400,3168,46749,19424,nano
203,38,8167,10288,12928,48504,32197,32416,4797,47573,19568,nano
203,38,8169,17280,16784,39965,23192,32400,629,30840,5824,ultra
203,38,8170,16528,14272,41187,24597,32400,1941,36395,7904,ultra
203,38,8172,6192,7056,39235,22888,32400,1317,41299,17904,nano
203,38,8173,30368,25904,35336,18853,32416,1901,27099,3984,pico
203,38,8175,7360,3136,37011,19805,32400,2104,37835,14720,ultra
203,38,8177,5936,14944,43512,28808,32416,1267,42808,16672,nano
203,38,8181,19632,19456,32680,14640,32384,2613,28352,1776,pico
203,38,8184,19840,27872,32933,13603,32400,1312,29971,7248,pico
203,38,8185,34176,25440,37347,19672,32416,1099,25496,8880,pico
203,38,8187,30528,25568,39837,22565,32400,3205,35600,11776,ultra
203,38,8191,8848,8160,39339,20915,32400,869,38349,11168,ultra
203,38,8193,30304,24496,33629,13171,32400,960,28365,11872,pico
203,38,8195,23216,27040,31659,13408,32400,3221,32669,1968,pico
203,38,8197,5776,1024,29883,14608,32400,13957,23179,0,synecho
203,38,8198,29440,19888,38240,19877,32400,1152,38776,15520,ultra
203,38,8199,23664,30896,31581,16856,32400,741,17845,3488,pico
203,38,8203,19888,19856,35669,16795,32400,2160,37741,6064,ultra
203,38,8212,6848,848,24248,23763,32416,4251,12989,464,pico
203,38,8213,21056,22704,36160,17101,32400,1619,30635,10208,ultra
203,38,8215,23040,28912,37251,21563,32400,19299,27168,7168,synecho
203,38,8217,16752,24992,36443,20824,32416,1816,27221,13712,pico
203,38,8218,6112,9344,40403,22509,32400,2843,36944,12576,ultra
203,38,8219,21056,17120,30099,14549,32400,13083,12883,0,synecho
203,38,8220,16832,10736,33499,19701,32400,11171,18395,0,synecho
203,38,8224,15760,14560,34483,20771,32416,21643,16699,8240,synecho
203,38,8225,23824,14608,37333,20024,32416,1395,33189,2768,pico
203,38,8226,23696,19008,28635,7901,32416,1400,34789,13136,ultra
203,38,8227,6848,10528,27440,10096,32400,960,36371,15632,ultra
203,38,8228,7472,7632,38269,20776,32400,1008,41341,18352,nano
203,38,8232,18800,20304,32768,12685,32400,6773,14765,0,synecho
203,38,8235,11120,5472,15707,149,32400,2227,12368,0,pico
203,38,8236,32464,35760,44904,27491,32400,2451,41632,14880,nano
203,38,8237,12496,21856,25197,7816,32400,2680,16043,4320,pico
203,38,8240,41808,46288,55827,39339,32416,3416,54507,28064,nano
203,38,8245,22000,27952,29064,13307,32400,1349,19469,5584,pico
203,38,8248,23776,26336,34152,15653,32400,1637,28960,7056,pico
203,38,8253,5264,3920,39627,22405,32400,20421,27765,1760,synecho
203,38,8254,5520,8496,38003,19645,32400,3696,42603,12496,ultra
203,38,8255,8576,13264,40128,23437,32400,1387,39984,10048,ultra
203,38,8259,24528,21216,33429,13208,32384,1355,30099,10208,pico
203,38,8260,6944,5232,40029,23832,32400,21221,24864,0,synecho
203,38,8273,22816,26624,33651,13933,32400,1504,30931,5152,pico
203,38,8274,5440,4800,39424,22979,32416,1768,41509,13168,nano
203,38,8275,34016,24608,35107,13827,32400,2083,29205,7824,pico
203,38,8279,4608,13728,28627,12861,32400,3203,12677,4288,pico
203,38,8281,20592,23408,36709,16517,32400,2136,33131,8224,ultra
203,38,8282,6032,5376,36155,18448,32400,189,39267,11680,ultra
203,38,8283,27792,22880,36227,19027,32400,1795,25029,2560,pico
203,38,8284,21184,29856,31453,12840,32416,11029,23933,6832,synecho
203,38,8285,14496,23040,20205,2795,32400,1819,26304,0,pico
203,38,8291,4928,7040,38128,24805,32416,12955,19144,464,synecho
203,38,8295,31744,21776,34507,16579,32384,2032,29691,6688,pico
203,38,8300,27760,18704,28789,11280,32400,6213,17811,8576,synecho
203,38,8304,5328,5584,13936,195,32400,1368,12739,448,pico
203,38,8307,26912,24560,34933,17509,32400,1536,27035,2304,pico
203,38,8317,23648,26336,39112,23083,32416,23909,35376,10480,synecho
203,38,8320,13344,20448,32155,12869,32400,872,41027,16800,ultra
203,38,8321,25888,15840,33075,15632,32432,2251,35395,11808,ultra
203,38,8323,30336,22928,31016,12077,32400,2000,30763,5904,pico
203,38,8333,22416,15552,27397,12117,32400,5603,9523,1072,synecho
203,38,8340,7536,1264,36563,19179,32400,3224,24203,1008,pico
203,38,8341,20224,15328,37597,22155,32400,13227,22141,2496,synecho
203,38,8344,16656,25952,24632,8768,32400,4773,14771,672,pico
203,38,8346,13760,7168,16419,925,32400,5848,10400,800,synecho
203,38,8349,6304,6928,22789,4904,32400,25147,26093,1744,synecho
203,38,8350,3680,1232,12915,608,32400,2739,14557,0,pico
203,38,8351,12688,20656,38528,20533,32416,2744,44499,16256,nano
203,38,8356,26944,31184,39091,22101,32400,3709,35499,7168,ultra
203,38,8358,4672,6464,39208,21584,32400,2845,42019,15632,nano
203,38,8359,14208,9024,27469,5123,32400,2952,42219,21600,ultra
203,38,8360,4608,7424,16248,597,32400,1888,19051,5520,pico
203,38,8365,15424,24080,52957,35413,32416,1475,48128,22256,nano
203,38,8366,16032,15280,32997,12488,32400,1371,30480,5424,pico
203,38,8368,7712,3024,40085,21392,32400,1923,41629,16304,nano
203,38,8369,11600,7552,35629,18011,32400,1909,46456,18112,nano
203,38,8370,21216,27824,34589,13584,32400,1784,33717,14016,ultra
203,38,8373,25888,25648,35856,18664,32400,1787,34685,17344,ultra
203,38,8375,33360,25392,34456,17341,32384,1976,28925,8848,pico
203,38,8379,22736,20000,32341,15293,32400,6344,16843,0,synecho
203,38,8383,4912,3136,40509,24304,32400,30989,31867,5696,synecho
203,38,8386,5968,5824,39861,22685,32416,1741,40931,14160,nano
203,38,8387,11392,6448,37912,20843,32400,1280,37251,7184,ultra
203,38,8389,4896,8720,35827,18899,32400,1672,37443,14704,ultra
203,38,8391,26752,17744,30808,15861,32400,2579,26795,0,pico
203,38,8392,21120,21408,37739,18955,32400,2675,32720,13024,ultra
203,38,8394,8048,14560,39747,21768,32416,2165,44181,16912,nano
203,38,8396,7456,14208,38483,21187,32400,2565,42773,14528,nano
203,38,8397,21536,16256,28400,8848,32400,909,26824,9536,pico
203,38,8402,2896,480,22707,4872,32400,1197,14896,0,pico
203,38,8403,40944,34224,48984,33597,32416,5195,55712,29536,nano
203,38,8406,20272,27712,30616,12240,32400,2019,28387,4864,pico
203,38,8416,3696,6400,41171,24584,32400,4016,40197,10544,ultra
203,38,8419,20064,15360,40141,24000,32400,3848,35493,5040,ultra
203,38,8420,30048,21408,31707,17077,32400,16933,23123,6352,synecho
203,38,8422,26384,35392,39973,23715,32400,4723,30125,6256,pico
203,38,8423,14336,7952,24720,1784,32400,1933,39435,10464,ultra
203,38,8424,25152,14928,30861,13187,32400,1667,28733,4976,pico
203,38,8425,19504,26288,28325,13419,32400,3149,18331,0,pico
203,38,8427,17456,15440,35664,15885,32416,995,29125,8224,pico
203,38,8430,16096,11344,26885,9640,32416,19741,21576,336,synecho
203,38,8431,28896,18832,30320,12693,32416,3347,26920,5984,pico
203,38,8433,26144,24912,36451,18813,32400,1173,27117,1616,pico
203,38,8440,31008,25072,33963,16765,32416,997,25277,1376,pico
203,38,8448,19168,15184,31128,13848,32400,1149,24080,4448,pico
203,38,8450,23504,15856,22963,3944,32400,1928,16875,384,pico
203,38,8452,29456,20144,28549,8661,32416,1077,26475,3808,pico
203,38,8455,30768,27264,38728,23155,32400,1403,24491,10256,pico
203,38,8457,4048,5616,41488,24909,32400,2661,42469,15600,nano
203,38,8458,28624,20608,30429,12160,32384,963,20624,0,pico
203,38,8466,9616,5392,38763,21173,32400,1216,40016,7584,ultra
203,38,8473,30736,24112,40016,22229,32416,2195,34784,12464,ultra
